nu_notific;nome;sexo;data_nasc;idade;cpf;nome_mae
76676286;Thaís Rocha Santos;feminino;1999-02-13;23;589.720.900-69;Nina Albano
76717954;José Almeida Alves;masculino;1958-11-22;63;364.767.820-10;Selina Almeida Alves
7672206;Vinicius Sousa Goncalves;masculino;1944-06-24;78;601.447.226-66;Brenda Sousa Goncalves
76744861;Diogo Cavalcanti Cunha;masculino;1959-03-14;63;158.913.368-47;Shaiane Cavalcanti Cunha
76748583;André Goncalves Ribeiro;masculino;1994-08-26;27;164.695.905-19;Edilene Goncalves Ribeiro
76777520;Thaís Cavalcanti Alves;feminino;1991-03-31;31;627.618.195-19;Daiana Cavalcanti Alves
76784914;Larissa Dias Almeida;feminino;1999-12-31;22;586.495.574-49;Solange Dias Almeida
76791642;Isabela Costa Rodrigues;feminino;1993-02-21;29;664.920.372-60;Jailma Costa Rodrigues
76809489;Vitór Goncalves Barbosa;masculino;1949-01-29;73;693.606.626-74;Roseane Almeida
76818911;Kai Martins Gomes;masculino;1991-07-15;31;757.979.050-51;Iranilda Martins Gomes
76821013;Clara Correia Silva;feminino;2001-11-15;20;171.661.898-35;Charlene Correia Silva
76846710;Vinícius Dias Goncalves;masculino;1966-10-22;55;216.213.236-25;Ligiane Dias Goncalves
76911149;Vitór Castro Martins;masculino;1968-06-12;54;460.101.225-20;Oneide Castro Martins
76912042;Ryan Pereira Almeida;masculino;1957-01-19;65;784.794.227-50;Elvira Pereira Almeida
76913093;Ryan Goncalves Pereira;masculino;1988-10-30;33;426.487.171-96;Conceicao Goncalves Pereira
76935769;Marisa Gomes Souza;feminino;2001-04-14;21;289.539.062-29;Evani Gomes Souza
76940269;Thaís Cunha Rocha;feminino;1975-12-02;46;979.337.203-66;Jacira Cunha Rocha
76946341;Evelyn Fernandes Ferreira;feminino;1991-02-24;31;951.723.524-06;Cristiele Fernandes Ferreira
76973587;Luan Araujo Dias;masculino;1993-02-21;29;140.721.831-05;Izabella Araujo Dias
76987171;Gabriela Oliveira Lima;feminino;1970-02-06;52;212.284.347-00;Josivania Oliveira Lima
76993645;Sofia Cavalcanti Rodrigues;feminino;1950-08-08;72;519.106.650-29;Glenda Cavalcanti Rodrigues
77003342;Bianca Lima Souza;feminino;1966-02-10;56;882.563.283-55;Derci Salvador
77005012;Emily Goncalves Oliveira;feminino;1978-05-11;44;176.062.359-88;Avani Goncalves Oliveira
77008823;Leonor Correia Oliveira;feminino;1967-07-28;55;978.915.803-32;Julha Correia Oliveira
77009271;Kai Barbosa Dias;masculino;1974-09-24;47;662.125.417-28;Elizama Barbosa Dias
77011464;Vitoria Araujo Araujo;feminino;1946-03-01;76;222.991.954-75;Rosario Araujo Araujo
77015113;Eduardo Silva Rodrigues;masculino;1937-04-10;85;831.552.471-26;Josinete Silva Rodrigues
77016390;Vinicius Lima Cardoso;masculino;1953-04-08;69;509.663.057-95;Kely Lima Cardoso
77017809;Guilherme Alves Ribeiro;masculino;1962-07-02;60;828.811.494-64;Manuela Alves Ribeiro
77024365;Amanda Correia Santos;feminino;1986-03-06;36;979.126.889-43;Ananda Correia Santos
77033578;Laura Lima Araujo;feminino;1992-07-31;30;510.478.925-02;Aurenice Lima Araujo
77044382;Gustavo Almeida Pereira;masculino;1994-03-10;28;263.021.434-62;Nilva Almeida Pereira
77070703;Estevan Gomes Melo;masculino;1975-05-25;47;673.878.208-05;Brasilina Gomes Melo
77073720;Gabrielly Melo Rocha;feminino;1949-02-09;73;137.303.395-91;Elizia Melo Rocha
77177927;Fábio Pinto Fernandes;masculino;1968-07-19;54;269.002.088-27;Ednalva Gouvea
77178711;Luiz Souza Araujo;masculino;1938-08-14;83;959.028.793-02;Hellen Souza Araujo
77182940;Vinicius Castro Pinto;masculino;1943-01-27;79;691.390.500-92;Zenilda Castro Pinto
77195911;Davi Ferreira Rodrigues;masculino;2003-06-26;19;579.701.717-29;Alexandrina Ferreira Rodrigues
77206929;Eduardo Lima Costa;masculino;1937-04-15;85;615.417.017-39;Diene Lima Costa
77214231;Victor Pinto Dias;masculino;1959-07-27;63;390.724.085-51;Gabrielli Pinto Dias
77215267;Douglas Sousa Lima;masculino;1951-02-09;71;476.905.059-37;Clesia Sousa Lima
77224222;Enzo Carvalho Araujo;masculino;1986-06-26;36;425.207.225-50;Natieli Carvalho Araujo
77239461;Sophia Cardoso Azevedo;feminino;1991-02-15;31;236.660.493-97;Josefa Cardoso Azevedo
77261628;Eduarda Costa Alves;feminino;1970-01-11;52;161.178.543-07;Rebeca Zacarias
77263787;Rafael Barros Azevedo;masculino;2002-07-23;20;159.205.804-37;Ivanildes Barros Azevedo
77281680;Manuela Dias Oliveira;feminino;1939-08-18;82;428.521.445-81;Irma Dias Oliveira
77296504;Nicolash Santos Fernandes;masculino;1937-02-19;85;359.308.589-50;Orlandina Santos Fernandes
77325757;Felipe Cunha Ribeiro;masculino;1950-08-01;72;877.558.645-29;Marieta Cunha Ribeiro
77331107;Mateus Castro Barros;masculino;1939-11-14;82;409.919.316-02;Daiana Castro Barros
77389917;André Cardoso Correia;masculino;1959-07-09;63;394.924.742-47;Nilza Cardoso Correia
77393760;Emily Gomes Barbosa;feminino;2000-02-16;22;624.359.419-00;Thayane Campelo
77412167;Luiza Goncalves Ferreira;feminino;1976-11-05;45;697.682.149-02;Damiana Albuquerque
77416885;Kauê Gomes Castro;masculino;1943-08-25;78;180.277.495-57;Irismar Gomes Castro
77419866;Emily Carvalho Melo;feminino;1993-02-23;29;579.896.446-90;Deyse Carvalho Melo
77424791;Pedro Ferreira Rocha;masculino;1954-02-12;68;151.714.231-80;Magda Ferreira Rocha
77424914;Matilde Azevedo Castro;feminino;1955-01-26;67;479.546.256-99;Aguida Azevedo Castro
77437676;Martim Marrins Dias;masculino;1957-03-22;65;755.488.256-23;Olinda Martins Dias
77493972;Gabrielle Costa Carvalho;feminino;1947-04-30;75;148.077.296-83;Celia Costa Carvalho
77511910;Douglas Santos Melo;masculino;1944-08-26;77;360.462.120-81;Yara Bueno
77516163;Livia Almeida Alves;feminino;1969-01-13;53;537.814.291-13;Susan Almeida Alves
77517712;Vitória Sousa Cunha;feminino;1975-10-09;46;464.040.002-02;Liege Martinelli
77545970;Emily Lima Correia;feminino;1992-09-16;29;554.208.020-07;Miria Lima Correia
77593001;Marina Castro Barros;feminino;1941-07-03;81;515.041.733-50;Tainara Vilela
77597856;Marina Correia Barros;feminino;1979-06-10;43;483.210.812-31;Mercedes Correia Barros
77625546;Isabella Almeida Souza;feminino;1970-03-10;52;210.331.172-85;Tereza Almeida Souza
77667937;Alex Correia Dias;masculino;1994-10-19;27;967.613.875-40;Wanderleia Correia Dias
77681607;Samuel Cardoso Alves;masculino;1996-05-29;26;855.914.198-79;Dariane Cardoso Alves
77694098;Luiza Ribeiro Cunha;feminino;1997-03-14;25;808.929.967-90;Samira Ribeiro Cunha
77744379;Fernanda Correia Souza;feminino;1971-05-23;51;543.844.827-28;Claudia Correia Souza
77750230;Carlos Goncalves Araujo;masculino;1952-11-15;69;846.263.624-86;Brenda Goncalves Araujo
77764203;Danilo Carvalho Lima;masculino;1994-06-04;28;392.000.451-54;Graca Carvalho Lima
77773384;Brenda Ribeiro Martins;feminino;1997-04-11;25;942.887.002-13;Alice Ribeiro Martins
77784909;Tiago Dias Rocha;masculino;2003-07-30;19;173.462.561-90;Grasiele Dias Rocha
77814196;Erick Pinto Melo;masculino;1950-02-23;72;942.324.840-35;Elda Pinto Melo
77825546;Carolina Fernandes Oliveira;feminino;1965-03-25;57;705.238.272-53;Edineide Fernandes Oliveira
77881909;Luana Lima Melo;feminino;1991-07-08;31;306.146.108-69;Ivani Lima Melo
77888996;Eduarda Rocha Gomes;feminino;1945-05-12;77;959.610.623-68;Edijane Rocha Gomes
77895123;Luiz Oliveira Araujo;masculino;1944-04-08;78;703.690.366-03;Susane Oliveira Araujo
77897743;Danilo Silva Lima;masculino;1959-07-19;63;361.664.439-94;Luara Silva Lima
77935417;Thaís Pinto Pereira;feminino;1996-01-05;26;921.568.776-96;Bernarda Pinto Pereira
77976557;Livia Ribeiro Cardoso;feminino;1965-04-10;57;548.063.802-53;Lia Bento
7803110;Thiago Cavalcanti Ribeiro;masculino;1986-12-22;35;802.998.105-85;Jerusa Cavalcanti Ribeiro
78058900;Leila Fernandes Dias;feminino;2002-04-02;20;824.849.405-56;Ione Fernandes Dias
78069531;Carolina Martins Costa;feminino;1995-04-21;27;376.002.846-26;Elzi Martins Costa
78075732;Rafaela Pereira Sousa;feminino;1940-04-17;92;695.449.736-30;Selma Pereira Sousa
78079754;Igor Barbosa Gomes;masculino;1972-09-04;49;663.704.753-86;Ina Barbosa Gomes
78105774;Julian Dias Barbosa;masculino;1987-12-04;34;218.885.400-44;Luzimar Dias Barbosa
78143071;Kai Oliveira Costa;masculino;1955-05-28;67;698.394.276-01;Olinda Alves de Sousa
78172191;Amanda Goncalves Gomes;feminino;2001-01-21;21;676.193.872-42;Sabina Goncalves Gomes
78201969;Isabela Cavalcanti Alves;feminino;1949-07-11;73;838.090.153-34;Sarah Cavalcanti Alves
78206952;Daniel Rocha Barros;masculino;1990-03-21;32;177.779.666-00;Claudinete Rocha Barros
78217328;Nicole Costa Araujo;feminino;1993-09-10;28;908.745.912-28;Estefani Costa Araujo
78258845;Guilherme Lima Castro;masculino;1990-12-10;31;375.660.941-30;Mirella Guilherme
78271530;Matheus Araujo Azevedo;masculino;1971-10-16;50;862.238.172-23;Eline Araujo Azevedo
78312827;Lucas Souza Carvalho;masculino;1961-12-25;60;617.851.187-65;Heloiza Souza Carvalho
78323970;Gabriela Barbosa Azevedo;feminino;1968-03-09;54;685.737.396-57;Ingredi Barbosa Azevedo
78343675;Luana Goncalves Goncalves;feminino;1977-01-28;45;601.110.692-70;Rosario Goncalves Goncalves
78363663;Vitor Costa Carvalho;masculino;1989-03-02;33;277.812.281-89;Tatiana Costa Carvalho
78365664;Ryan Cunha Cavalcanti;masculino;1961-05-30;61;521.612.599-03;Marcela Cunha Cavalcanti
7836652;Caio Gomes Pinto;masculino;1997-04-09;25;856.100.012-00;Maia Gomes Pinto
78372355;Tomás Araujo Cardoso;masculino;1979-12-24;42;587.180.254-04;Lidiana Araujo Cardoso
78373546;Victor Pinto Costa;masculino;1943-10-29;78;284.759.135-47;Iris Pinto Costa
78374310;Ryan Melo Cunha;masculino;1960-01-30;62;441.994.349-17;Elsa Melo Cunha
78386849;Carlos Barbosa Araujo;masculino;1990-12-23;31;323.101.689-47;Erli Barbosa Araujo
78420137;Fábio Rodrigues Oliveira;masculino;1947-10-31;74;705.676.850-47;Gracieli Rodrigues Oliveira
78430794;Vitoria Alves Araujo;feminino;1970-09-18;51;448.625.494-54;Martina Alves Araujo
78468892;Brenda Martins Gomes;feminino;1944-09-24;77;313.808.919-49;Ediane Gonzaga
78469988;Manuela Souza Araujo;feminino;1961-01-14;61;628.771.909-51;Clarinda Navarro
78487188;Gustavo Barros Barbosa;masculino;NA;69;537.304.561-64;Larisa Barros Barbosa
78507444;Julian Almeida Almeida;masculino;1996-11-25;25;335.742.488-65;Valda Almeida Almeida
78513586;Lavinia Sousa Almeida;feminino;1984-02-11;38;383.769.903-06;Marines Sousa Almeida
78531480;Alex Castro Alves;masculino;1960-10-25;61;305.299.110-86;Jacqueline Castro Alves
78551387;André Barbosa Pereira;masculino;2000-03-22;22;373.179.517-57;Olindina Frota
78576316;Júlio Barbosa Barbosa;masculino;1967-11-07;54;459.990.205-57;Renata Barbosa Barbosa
78577532;Fábio Sousa Rocha;masculino;1982-03-22;40;931.719.861-91;Isabela Sousa Rocha
78590971;Nicolas Correia Pereira;masculino;1984-09-16;37;522.209.222-43;Priscila Correia Pereira
78620608;Eduarda Lima Santos;feminino;1988-11-18;33;310.341.753-51;Constancia Lima Santos
78660264;Caio Araujo Cunha;masculino;1946-04-21;76;377.450.688-43;Soraya Araujo Cunha
78665990;Amanda Ribeiro Correia;feminino;1954-06-27;68;722.114.561-03;Cibeli Ribeiro Correia
78668247;Leonor Ribeiro Fernandes;feminino;1950-01-02;72;418.895.077-33;Iva Ribeiro Fernandes
78672100;Evelyn Oliveira Carvalho;feminino;1984-04-05;38;919.785.053-53;Micheline Oliveira Carvalho
78677155;Luís Souza Castro;masculino;1984-08-24;37;480.230.427-77;Mileide Souza Castro
78706663;Paulo Martins Oliveira;masculino;1992-12-31;29;372.212.088-83;Loiva Martins Oliveira
78712004;Marcos Barbosa Azevedo;masculino;2000-03-17;22;918.553.525-75;Benta Barbosa Azevedo
78723570;Camila Martins Rodrigues;feminino;1938-10-18;83;150.992.329-22;Roseneide Justo
78767999;Fábio Dias Castro;masculino;1959-10-02;62;677.208.278-80;Maura Taveira
78779392;Tiago Barbosa Melo;masculino;1967-01-23;55;327.815.379-00;Graciete Barbosa Melo
78826285;Rafaela Martins Carvalho;feminino;1951-06-26;71;634.692.581-47;Pedra Martins Carvalho
78833972;Kauan Barbosa Carvalho;masculino;1940-05-14;82;921.132.264-21;Doroteia Barbosa Carvalho
78863836;Gabrielly Araujo Pinto;feminino;1983-12-17;38;738.578.349-00;Alesandra Araujo Pinto
78867672;Vitoria Souza Pereira;feminino;1978-06-19;44;614.388.276-28;Clara Souza Pereira
78919087;Marcos Martins Ribeiro;masculino;1981-08-30;40;852.614.512-64;Eliana Martins Ribeiro
78934155;Isabella Ribeiro Goncalves;feminino;1992-12-30;29;868.404.331-61;Benedita Ribeiro Goncalves
78942605;Ryan Rodrigues Gomes;masculino;1982-12-03;39;298.491.671-90;Jamili Rodrigues Gomes
78948167;Kauan Ribeiro Ribeiro;masculino;1973-12-15;48;343.821.383-45;Nilma Henrique Alves
78966442;Gabriel Dias Oliveira;masculino;1951-03-13;71;294.873.034-13;Auzira Dias Oliveira
78983500;Isabelle Souza Alves;feminino;1949-03-24;73;723.610.871-54;Marilaine Souza Alves
79035585;Isabelle Castro Cunha;feminino;1940-09-21;81;871.389.450-19;Gilza Castro Cunha
79036802;André Almeida Cardoso;masculino;1987-02-03;35;677.734.964-20;Samira Almeida Cardoso
79043818;Isabela Oliveira Barros;feminino;1972-11-30;49;420.046.699-69;Izabela Felicio
79079860;Amanda Souza Gomes;feminino;1971-04-05;51;184.212.112-00;Miriam Cordeiro
79140146;Laura Costa Cardoso;feminino;1996-08-15;25;987.986.390-99;Erenita Costa Cardoso
79166234;Nicole Pinto Gomes;feminino;1962-08-18;59;469.786.823-49;Elzi Pinto Gomes
79176958;Beatrice Rodrigues Goncalves;feminino;1951-02-14;71;326.948.501-89;Lauriane Rodrigues Goncalves
79177174;Fernanda Cunha Goncalves;feminino;1938-01-27;84;318.098.218-78;Jussara Vitorio
79213049;Laura Cardoso Cavalcanti;feminino;1990-07-11;32;437.658.570-09;Valdenira Ricardo
79215775;Estevan Rocha Almeida;masculino;1993-06-07;29;624.439.490-95;Lauriane Araújo
79223725;Manuela Ferreira Costa;feminino;1951-06-03;71;243.376.159-03;Nelma Ferreira Costa
79230533;Rebeca Alves Fernandes;feminino;1961-10-23;60;765.313.918-39;Genilda Alves Fernandes
79245170;Douglas Alves Barros;masculino;1994-06-15;28;161.674.719-67;Ursula Castilho
7925290;Manuela Alves Barbosa;feminino;1971-03-18;51;320.627.398-69;Wania Alves Barbosa
79290845;Sophia Melo Araujo;feminino;1973-10-12;48;779.875.969-73;Terezina Henrique Gomes
79292919;Diogo Costa Araujo;masculino;1996-09-10;25;264.503.761-55;Edite Marcolino
79335326;Yasmin Almeida Martins;feminino;1985-07-10;37;266.184.584-47;Eduarda Almeida Martins
79388982;Bianca Barbosa Sousa;feminino;1978-06-18;44;424.964.413-80;Liliane Barbosa Sousa
79406163;Brenda Dias Castro;feminino;1995-12-17;26;563.853.413-05;Cailane Dias Castro
79417465;Bianca Melo Rocha;feminino;1955-03-07;67;542.362.029-56;Erica Melo Rocha
79447759;Danilo Barros Pinto;masculino;1964-01-16;58;701.582.134-67;Natieli Barros Pinto
79450940;André Sousa Cunha;masculino;1981-07-11;41;472.216.176-35;Lidiane Sousa Cunha
79452801;Rafael Azevedo Dias;masculino;1989-05-09;33;888.425.162-10;Valdira Azevedo Dias
79456193;Kauê Alves Correia;masculino;1981-03-16;41;986.847.333-04;Sirlei Alves Correia
79479021;Nicolash Goncalves Cunha;masculino;1969-06-07;53;779.260.392-09;Silmara Goncalves Cunha
79530170;Carla Silva Dias;feminino;1947-06-29;75;520.212.829-02;Julia Bispo
79537990;Carla Azevedo Ribeiro;feminino;1968-02-21;54;495.939.030-11;Sarita Azevedo Ribeiro
79538246;Livia Castro Ferreira;feminino;1990-03-11;32;273.448.037-98;Palmira Nolasco
79542928;Douglas Pinto Castro;masculino;1961-12-05;60;921.918.894-50;Iza Pinto Castro
79554121;Clara Melo Cavalcanti;feminino;1937-06-29;85;140.473.282-94;Jovina Melo Cavalcanti
79594404;Fábio Alves Alves;masculino;1969-03-27;53;950.103.832-76;Patricia Caetano
79601007;Antônio Goncalves Dias;masculino;1980-06-22;42;436.792.899-36;Enir Goncalves Dias
79617535;Otávio Cavalcanti Goncalves;masculino;1984-02-25;38;766.850.184-37;Clarinda Cavalcanti Goncalves
79619042;Marina Cardoso Cavalcanti;feminino;1985-08-02;37;872.913.959-76;Marianna Cardoso Cavalcanti
79638531;João Cavalcanti Castro;masculino;2002-07-18;20;201.300.355-21;Dinair Cavalcanti Castro
79644288;Giovana Lima Carvalho;feminino;1959-08-21;62;210.837.719-06;Gilvania da Rosa
79646058;Livia Silva Goncalves;feminino;1981-06-05;41;694.876.859-87;Cassandra Silva Goncalves
79661267;Thaís Fernandes Cunha;feminino;1991-06-21;31;305.223.208-80;Maiana Targino
79666271;Leila Carvalho Barbosa;feminino;1948-03-28;74;806.619.990-25;Liz Carvalho Barbosa
79687659;Antônio Carvalho Fernandes;masculino;1949-10-08;72;665.065.804-96;Ireni Carvalho Fernandes
79691002;Tânia Fernandes Santos;feminino;2002-12-11;19;620.112.283-44;Marisa Fernandes Santos
79709406;Anna Ferreira Rodrigues;feminino;1964-03-19;58;157.438.965-34;Brena Ferreira Rodrigues
79744895;Laura Cavalcanti Gomes;feminino;1983-08-21;38;560.641.890-88;Elenir Cavalcanti Gomes
79766313;Isabelle Carvalho Gomes;feminino;1937-04-08;85;761.171.258-60;Agnes Carvalho Gomes
79782097;Livia Castro Dias;feminino;1980-10-23;41;190.260.368-09;Dafne Laureano
79801623;Leonor Lima Pinto;feminino;1977-06-22;45;973.883.899-11;Rosani Lima Pinto
79819164;Cauã Cunha Dias;masculino;1970-12-30;51;156.666.508-66;Isa Cunha Dias
79821914;Luis Souza Alves;masculino;1945-12-12;76;147.218.769-55;Gorete Domingos
79828843;Nicolas Ribeiro Ferreira;masculino;1946-12-22;75;348.072.726-32;Dirlene Paim
79848579;Rodrigo Ferreira Rodrigues;masculino;1945-03-03;77;619.171.238-33;Riana Ferreira Rodrigues
79850092;Leonardo Martins Souza;masculino;1962-09-28;59;615.048.376-22;Rachel Martins Souza
79855434;Bruna Martins Cavalcanti;feminino;1974-08-07;48;221.355.215-07;Liria Martins Cavalcanti
79855774;Breno Cunha Costa;masculino;1962-10-23;59;199.791.266-04;Orlandina Cunha Costa
79867520;Isabella Araujo Alves;feminino;1963-10-08;58;279.258.190-57;Fabia Araujo Alves
79901055;Lucas Barbosa Barros;masculino;1980-11-24;41;579.719.732-41;Rayane Barbosa Barros
79942955;Evelyn Costa Martins;feminino;1941-07-29;81;799.476.253-03;Daiara Costa Martins
79949630;Matilde Carvalho Souza;feminino;2000-03-24;22;797.922.607-06;Eulalia Carvalho Souza
79969879;Gabrielle Santos Carvalho;feminino;1985-01-09;37;969.323.261-59;Helida Santos Carvalho
79998119;Igor Cunha Sousa;masculino;1993-11-26;28;251.515.255-49;Carla Cunha Sousa
80003407;Miguel Cardoso Alves;masculino;1974-11-02;47;580.242.617-90;Marlene Cardoso Alves
80042303;Melissa Ferreira Pinto;feminino;1998-03-08;24;762.981.475-51;Valderez Ferreira Pinto
80090995;João Souza Almeida;masculino;1963-04-16;59;735.433.597-54;Elia Souza Almeida
80092732;Melissa Pinto Araujo;feminino;1940-08-29;81;161.345.421-05;Elis Pinto Araujo
80102339;Diego Pinto Araujo;masculino;1981-08-22;40;767.834.448-13;Sayonara Pinto Araujo
80115748;Emily Azevedo Rocha;feminino;1958-08-29;63;964.825.070-77;Valdenice Azevedo Rocha
80128536;Camila Fernandes Dias;feminino;1953-03-31;69;886.249.679-61;Joseilda Brandao
80134213;Brenda Lima Pinto;feminino;1994-10-12;27;177.124.225-67;Camilla Lima Pinto
80151873;Lavinia Goncalves Castro;feminino;1976-09-28;45;101.136.155-82;Queila Goncalves Castro
80154532;Rafaela Alves Azevedo;feminino;1974-11-04;47;428.271.383-60;Bianca Alves Azevedo
80175340;Maria Santos Dias;feminino;1995-12-23;26;711.425.093-20;Valdemira de Gois
80188877;Isabelle Silva Oliveira;feminino;1942-06-15;80;140.488.548-01;Maia Silva Oliveira
80259698;Douglas Sousa Castro;masculino;1967-11-09;54;218.789.798-25;Ellem Sousa Castro
80267416;Leonardo Fernandes Martins;masculino;1966-02-25;56;177.515.226-07;Jovana Fernandes Martins
80272599;Giovanna Fernandes Silva;feminino;1998-05-17;24;639.847.310-86;Feliciana Fernandes Silva
80292486;Kai Silva Dias;masculino;1984-03-10;38;701.950.273-37;Thamiris Silva Dias
80305983;Kauê Oliveira Azevedo;masculino;1961-03-20;61;956.808.100-34;Zenilda Oliveira Azevedo
80312806;Sarah Cunha Fernandes;feminino;1978-07-26;44;399.374.724-07;Thaisa Cunha Fernandes
80314278;Carla Goncalves Cardoso;feminino;1981-07-18;41;857.476.238-50;Stefani Goncalves Cardoso
80326598;Sarah Cavalcanti Fernandes;feminino;1957-12-14;64;272.373.607-52;Janice Cavalcanti Fernandes
80361188;Marisa Cardoso Cardoso;feminino;1987-06-02;35;762.944.155-00;Emeli Cardoso Cardoso
80361749;Camila Rocha Rocha;feminino;1939-04-22;83;391.800.535-64;Elizabete Rocha Rocha
80362060;Rafaela Cavalcanti Rocha;feminino;1953-09-18;68;441.128.282-84;Luci de Paulo
80362622;Beatrice Carvalho Barbosa;feminino;1944-04-24;78;951.808.677-03;Rosangela Carvalho Barbosa
80377937;Renan Almeida Ferreira;masculino;1956-08-16;65;694.038.056-68;Bianca Almeida Ferreira
80392666;Marina Araujo Alves;feminino;1992-02-16;30;806.872.838-41;Juliana Araujo Alves
80400747;Fernanda Alves Oliveira;feminino;1969-06-19;53;628.181.711-72;Floraci Alves Oliveira
80406392;Julia Melo Rocha;feminino;1998-11-21;23;995.089.786-60;Maria Melo Rocha
80423366;Eduarda Carvalho Gomes;feminino;1969-09-25;52;952.448.769-10;Sidneia Palheta
80449663;Kai Carvalho Gomes;masculino;1955-05-06;67;903.741.390-08;Idalina Carvalho Gomes
80465902;Amanda Sousa Barbosa;feminino;1940-02-06;82;352.749.060-44;Elidia Portes
80470311;Kaua Pereira Cavalcanti;masculino;1968-04-02;54;526.714.985-35;Josileide Pereira Cavalcanti
80500065;Eduarda Castro Araujo;feminino;1998-05-16;24;423.340.476-00;Delfina Castro Araujo
80505363;Giovanna Carvalho Araujo;feminino;1961-06-07;61;842.629.052-33;Taiana Schmidt
80536546;Joao Barbosa Oliveira;masculino;1947-09-25;74;218.538.507-05;Marilei Barbosa Oliveira
80542006;Antônio Silva Correia;masculino;1937-09-08;84;574.370.234-90;Guilhermina Trajano
80570512;Alex Correia Almeida;masculino;1969-01-07;53;157.894.100-81;Dinair Theodoro
80579820;Thiago Barros Cardoso;masculino;2000-06-15;22;994.651.582-24;Joanice Barros Cardoso
80588814;Davi Dias Pereira;masculino;1940-11-16;81;377.051.360-66;Dayana Dias Pereira
80617039;Luiz Fernandes Araujo;masculino;1982-07-07;40;435.562.038-71;Marilane Fernandes Araujo
80623611;André Oliveira Rocha;masculino;1973-10-20;48;708.216.933-79;Juciele Oliveira Rocha
80648688;Vinícius Barbosa Oliveira;masculino;1992-10-13;29;956.908.556-85;Meri Barbosa Oliveira
80662209;Leonardo Cardoso Pereira;masculino;1981-06-14;41;445.916.302-00;Barbara Cardoso Pereira
80673528;Eduardo Melo Silva;masculino;1996-05-18;26;351.112.755-68;Janiele Melo Silva
80674581;Carla Castro Martins;feminino;1954-10-07;67;974.691.037-08;Rayanne Balduino
80740392;Rafael Fernandes Souza;masculino;1993-05-24;29;966.398.748-06;Katia Fernandes Souza
80771195;Luana Almeida Gomes;feminino;1972-08-24;49;356.875.029-55;Emilia do Socorro da Silva
80777877;Nicole Almeida Silva;feminino;1965-09-08;56;132.526.333-88;Ariana Almeida Silva
80825066;Manuela Rocha Correia;feminino;1946-05-27;76;326.811.544-64;Elisabete Rocha Correia
80837346;Lavinia Ferreira Pereira;feminino;1956-02-02;66;134.909.251-73;Silvaneide Lino
80901968;Brenda Oliveira Dias;feminino;1992-09-05;29;218.198.151-53;Naiara de Campos
80923874;Bruna Rocha Santos;feminino;1940-09-19;81;537.744.805-75;Vanilda de Luna
80928208;Diego Rodrigues Martins;masculino;1978-03-11;44;631.624.851-26;Aldenir Henrique Rodrigues
80949212;Emily Sousa Pereira;feminino;1974-02-17;48;479.044.516-03;Lucilene Sousa Pereira
80976234;Luiza Pinto Rocha;feminino;1988-01-16;34;748.233.527-77;Luisa Pinto Rocha
80999755;Arthur Fernandes Rocha;masculino;1972-06-24;50;388.448.786-82;Beatris Fernandes Rocha
81021937;Isabelle Santos Cunha;feminino;1975-07-13;47;329.300.801-16;Rayanne Estevam
81088008;Sarah Martins Melo;feminino;1989-01-08;33;312.788.311-00;Yara Martins Melo
81116896;Mariana Barbosa Araujo;feminino;1989-11-12;32;528.048.721-06;Riane Barbosa Araujo
81118296;Renan Castro Pinto;masculino;1958-09-26;63;943.609.203-26;Monique Castro Pinto
81158763;Paulo Carvalho Gomes;masculino;1990-03-26;32;979.865.397-12;Cinthia Fortunato
81177191;Carla Sousa Rocha;feminino;1941-07-11;81;512.707.673-05;Marciane Sousa Rocha
81192385;Diego Silva Pereira;masculino;1945-04-04;77;278.224.895-26;Francine Rolim
81247786;Martim Ribeiro Ferreira;masculino;1940-01-28;82;137.755.616-68;Jenifer Ribeiro Ferreira
81254072;Isabelle Fernandes Rocha;feminino;1979-09-03;42;809.169.891-78;Erivania Fernandes Rocha
81282253;Danilo Lima Pereira;masculino;2000-10-01;21;923.609.690-56;Eliani Lima Pereira
81283080;Leila Goncalves Rodrigues;feminino;1951-10-14;70;351.113.835-30;Rosenilde Goncalves Rodrigues
81340955;Julieta Cavalcanti Goncalves;feminino;2000-02-02;22;115.079.614-64;Thayla Cavalcanti Goncalves
81349079;Larissa Rocha Correia;feminino;1999-01-18;23;504.192.293-45;Ivanildes Rocha Correia
81362459;André Lima Correia;masculino;2001-09-01;20;731.121.626-50;Delci Lima Correia
81369425;Vinícius Melo Araujo;masculino;1947-04-10;75;669.022.112-13;Estelita Melo Araujo
81370467;Vitór Barros Costa;masculino;1951-09-13;70;587.208.780-28;Laurita Barros Costa
81371034;Emily Cavalcanti Cardoso;feminino;1941-07-07;81;435.002.195-78;Geneci Cavalcanti Cardoso
81380739;Camila Souza Barros;feminino;1966-07-05;56;101.886.592-69;Nerci Souza Barros
81398027;Carlos Cunha Sousa;masculino;1936-12-14;85;236.060.795-24;Rosinha Cunha Sousa
81421157;Daniel Araujo Castro;masculino;1938-08-10;83;775.407.559-89;Kelly Araujo Castro
81459935;Mateus Ribeiro Fernandes;masculino;1983-10-19;38;821.919.316-69;Dalvina Ribeiro Fernandes
81459956;Davi Oliveira Barros;masculino;1973-09-15;48;347.346.660-32;Rosicleide Oliveira Barros
81469471;Kauê Carvalho Costa;masculino;1966-03-13;56;557.360.866-54;Indiara Carvalho Costa
